,kalimat_id,kata,sense,kalimat
21,811170,jalan,1901,tol serang   panimbang merupakan jalan tol yang menghubungkan serang dan kawasan ekonomi khusus pariwisata tanjung lesung banten
22,824010,jalan,190b,perbatasan dengan paroki santo petrus lubukbaja adalah jalan yos sudarso
23,819672,jalan,1901,tanah siang merupakan jalan yang dibuat pada zaman penjajahan hindia belanda
24,817018,jalan,190b,pulo geulis dapat dicapai dengan berjalan kaki melewati jembatan jembatan yang menghubungkannya dengan tepian sungai ciliwung di sebelah barat lingkungan jalan roda
25,1053941,sarung,120d,pemain bertelanjang dada namun mengenakan pakaian perang pelindung paha dan betis berupa celana panjang warna putih dan sarung songke songket khas manggarai
26,1053936,sarung,1202,sehelai sarung menutupi pinggang hingga kaki dan baju tipis longgar dari kain muslin memperlihatkan payudara dan leluk lekuk dada
27,1053976,sarung,1202,lungi juga dikenal sebagai sarung adalah pakaian yang dikenakan di pinggang
28,1053713,sarung,1201,kayu mahang damar tidak banyak dimanfaatkan paling paling sebagai sarung alat alat pemotong atau kayu bakar
29,1053857,sarung,1201,anton gabrielle alias the wonderboy robertino sang juara tinju terpaksa menggantungkan sarung tinjunya
30,1054017,sarung,1202,sarung adalah pakaian dari komunitas pelaut di semenanjung malaya dekat sumatra dan jawa
31,1053863,sarung,1201,sedangkan dalam video game pokemon emerald penampilannya nyaris sama dengan di versi serial tv pokemon diamond and pearl namun kali ini ia memakai kemeja warna orange tanpa lengan dengan sedikit perubahan pada sarung tangan yang ia pakai
32,1053828,sarung,1202,kain kain tersebut dikenakan sebagai sarung setinggi dada dengan bagian bahu tertutup taba huku
33,1053569,sarung,1202,sarung muna merupakan kain tenun khas buatan suku muna sulawesi tenggara
34,1053988,sarung,1201,beberapa ahli dan penggemar senjata merujuk sarung gladius pada kata latin vagina
35,1006405,mengeluarkan,2905,isyana mengeluarkan semua pikiran pikirannya yang publik sebut sebagai halu tidak dapat diungkapkan dan bergema
36,1004587,mengeluarkan,2905,majelis umum perserikatan bangsa bangsa telah mengeluarkan berbagai resolusi mengenai masalah itu yang diangkat dari judul pertanyaan pulau mayotte di komoro tahun 1995
37,1008067,mengeluarkan,2902,selanjutnya nokia mengeluarkan versi beta dari nokia 770 yang dilengkapi sistem operasi internet tablet terbaru dan disempurnakan pada 3 juni 2006
38,1004006,mengeluarkan,2905,pada detik detik terakhir menjelang pelaksanaan hukuman mati atas tiga tertuduh kasus poso pemerintah indonesia mengeluarkan perintah penundaannya
39,1005813,mengeluarkan,2905,para cendekiawan mengeluarkan berbagai alasan mengenai peniadaan tersebut
40,1004009,mengeluarkan,2901,dewan keamanan pbb gagal mengeluarkan resolusi untuk mengutuk serangan militer israel terhadap pos pbb di khiam
41,724669,dasar,4503,lantai dasar berfungsi sebagai tempat mendaftar menurunkan pengambilan bagasi serta area publik dan karyawan
42,729078,dasar,4502,atheist alliance international memulai kampanye untuk alexander dan menyatakan bahwa kasusnya menyoroti hak hak dasar dalam kebebasan berekspresi dan keyakinan serta diskriminasi yang dihadapi oleh para ateis terutama di negara islam
43,726198,dasar,450d,sdn jati 07 pagi merupakan sebuah sekolah dasar negeri yang terletak di jakarta timur indonesia
44,725396,dasar,450d,sd kartika x   7 pagi merupakan sebuah sekolah dasar swasta yang terletak di jakarta timur indonesia
45,727103,dasar,4502,selama pemerintahan kazimierz meciptakan sebuah lambang diperkenalkan di polandia dan ia mempromosikan bangsawan yang mendarat diatas druzyna sebagai dasar kekuasaan
46,726488,dasar,450d,sdn jatinegara 13 adalah sekolah dasar negeri yang terletak di buaran i rt00608 jakarta timur indonesia
47,722785,dasar,4503,proses penyelesaian konstruksi fondasi dasar monumen ini memakan waktu selama 2 tahun pengerjaan
48,728626,dasar,450d,pada 2010 ia mendeklarasikan asosiasi ekonomi politik indonesia aepi sebuah asosiasi yang bertujuan untuk memperjuangkan pelaksanaan pasal 33 undang undang dasar uud 1945
49,716950,dasar,4502,dilthey memformulasikan metodologi dasar untuk ilmu manusia yang mengakui kekhasan sifat dari verstehen
50,792440,dunia,1304,eksistensi bmt yang dijalankan selama ini tidak hanya semata mata mengejar keuntungan di dunia saja tetapi juga memperhatikan apakah suatu transaksi itu halal atau haram
51,800085,harapan,3502,bersama sama dengan keempat muridnya kyai agung barata memasang rajah yang terkenal dengan nama tulak balak pasopati dengan harapan dukuh alas tuwo menjadi dukuh yang lestari nyaman aman dan maju
52,799703,harapan,3502,bafo aji tak menyukai dia namun memilihnya dengan harapan ia akan mendatangkan bantuan amerika
53,800991,harapan,350b,kampung dengan seks rasio terbesar adalah kampung harapan jaya dengan seks rasio 10911 dan yang terendah adalah kampung demisa sp iiidan firo dengan seksrasio 1
54,801891,harapan,3503,egoismenya yang rendah menyebabkannya menaruh kepercayaan buta terhadap segala harapan dan janji yang muluk dari tuannya
55,801295,harapan,3502,tzu chi yang kini berpusat di hualien taiwan didirikan oleh master cheng yen seorang biksuni pada 14 april 1966 setelah dia terinspirasi oleh guru sekaligus mentornya master yin shun yin shun dao shi dengan harapan yang besar demi ajaran buddha dan demi semua makhluk
56,800874,harapan,3501, ultimatum britania 1890 mengakhiri harapan portugal untuk mencapai tujuannya dan merusak wibawa monarki portugal serta memperkuat gerakan republikanisme
57,926111,layar,1601,pada 1519 juan sebastian elcano menyelesaikan penjelajahan spanyol oleh magellan untuk pelayaran ke seluruh dunia
58,970242,menangkap,3302,godwin dilaporkan telah berhasil menangkap alfred sendiri atau telah menipunya dengan berpura pura menjadi sekutunya dan kemudian menyerahkannya kepada pasukan harold i
59,969241,menangkap,3302,sedangkan nama ilmiahnya achantophis berasal dari bahasa greeka achantos duri dan ophis ular mengacu pada ekornya yang mengecil dan tajam dan digunakan sebagai umpan untuk menangkap mangsa
60,970010,menangkap,3302,meksipun peter csak membebaskan raja dan ibundanya gutkeled dan koszegi menangkap adik lazlo andras dan membawanya ke slavonia
61,1022169,menyusun,2403,saat ini sttl ylh sedang menyusun borang akreditasi yang segera akan disampaikan ke badan akreditasi nasional ban untuk evaluasi menuju ke peringkat akreditasi a yang merupakan suatu peringkat akreditasi tertinggi
62,1022550,menyusun,2402,mereka meninggalkan kabupaten purwodadi menuju kearah barat dan akhirnya sampailah prajurit pangeran diponegoro pada suatu tempat yang berbatu batu yang sangat strategis untuk persembunyian dan menyusun kekuatan baru
63,1086336,tinggi,5106,ion ortonitrat adalah tetrahedral dengan panjang ikatan n o 139pm yang tiba tiba memendek menunjukkan bahwa interaksi polar memperpendek ikatan karena orbital d memiliki energi yang terlalu tinggi untuk dilibatkan
64,1095740,tinggi,5103,letusan ini berlanjut tetapi tidak terlalu kuat awan naik hingga ketinggian daripada seperti sebelumnya namun  tidak cukup tinggi untuk berhembus melintasi eropa
65,1088526,tinggi,510x,merupakan seorang putri rus kiev ia berasal dari dinasti rurikid dan oleh pernikahan adipati wielkopolska dan sejak tahun 1173 adipati tinggi polandia
66,1082208,tinggi,5106,haber dan bosch akhirnya dianugerahipenghargaan nobel pada tahun 1918 dan 1931 atas karya mereka dalam menanggulangi masalah kimia dan teknik pada teknologi aliran berkesinambungan tekanan tinggi berskala besar
67,162603,besar,540a,pada tahun 2002 mufti besar arab saudi abdul aziz bin abdullah alu syaikh berpendapat bahwa islam mewajibkan pengusaha untuk menghormati kontrak mereka dan tidak mengintimidasi memeras atau mengancam pekerjanya
68,167178,besar,5403,sebagian besar kejadian terkonsentrasi di negara negara berkembang seperti asia timur tengah dan afrika utara
69,190623,besar,5402,deposit besar lainnya adalah deposit logam golongan platina merensky reef di sekitar bushveld igneous complex afrika selatan
70,137157,besar,540b,kelompok selatan termasuk nikobar besar 1045 km²  nicobar kecil 157 km² kondul 4 kmâ² and pulomilo 1 kmâ² dan pulau pulau kecil meroe trak treis menchal cubra pigeon dan megapod tidak berpenghuni
71,337435,coklat,4703,umumnya berukuran besar 25 mm dan biasanya berwarna coklat atau hitam
72,832409,jaringan,3602,sesaat setelah akuisisi saham kepemilikan spacetoon ke net akhirnya pada sabtu 18 mei 2013 siaran spacetoon di jaringan terrestrial menghilang dan digantikan oleh net yang memulai siaran perdananya dengan menggunakan frekuensi milik spacetoon di seluruh mantan jaringan frekuensi spacetoon di indonesia
73,839188,jaringan,3603,blok acara ini yang mulai disiarkan pada hari senin 17 maret 1997 pada awalnya menggantikan power zon inkarnasi dari blok super adventures yang telah menjadi pokok pada jaringan sejak 1 oktober 1992
74,837039,jaringan,3602,prva atau prva srpska televizija televisi serbia pertama adalah jaringan televisi komersial serbia dengan cakupan nasional
75,835153,jaringan,3602,saluran ini merupakan jaringan televisi satelit berita kedua di mesir dan saluran satelit arab pertama yang menyiarkan program programnya dalam bahasa asing inggris perancis dan ibrani
76,835884,jaringan,3601,sel t yang telah disintesis dari kelenjar timus disebut sel t cd4 naif bahasa inggris naive t cell akan terbawa oleh sirkulasi darah hingga masuk ke dalam limpa dan bermigrasi ke dalam jaringan limfatik kemudian bermigrasi kembali ke dalam sirkulasi darah hingga suatu saat terjadi terstimulasi oleh antigen tertentu dengat ikatan pada molekul mhc kelas ii
77,964212,membawa,3001,di awal tahun 2005 tim ini dijual kepada midland group yang tetap membawa nama jordan sampai balapan akhir musim dan kemudian mengganti nama tim menjadi mf1 racing mulai musim balapan 2006
78,952828,membawa,3005,tahun berikutnya lippi diangkat sebagai pelatih kepala italia membawa mengakhiri salah satu periode manajerial yang paling produktif dalam sejarah juventus
79,965243,membawa,3001,pada 2 november 1960 narada maha thera membawa pohon bodhi ke candi thich ca phat di vietnam selatan dan membuat banyak kunjungan ke negara tersebut selama tahun 1960 an
80,1010775,mengikat,2202,ketika kekaisaran asyur disibukkan dengan perang saudara dan revolusi terhadap tahta kerajaan psamtik memutuskan hubungan dengan orang asyur dan mengikat hubungan dengan gyges raja lydia serta menyewa tentara bayaran dari caria dan yunani untuk menahan serangan asyur
81,1010515,mengikat,2203,bagian kedua saran yang yang tidak mengikat kepada siapapun dan hanya bisa dimaknai sekadar guyonan agar tidak menimbulkan keruwetan kepada siapa pun
82,1010477,mengikat,2202,pada patangatus patang puluh ikang cakakala 440 s  518 m kerajaan pali mengikat persahabatan dengan kerajaan cina raja cina
83,1010291,mengikat,2203,dalam literatur fiqih ahl al hall wa al aqd adalah orang orang yang memenuhi syarat untuk mengikat dan membubarkan yaitu membuat keputusan keputusan
84,1010239,mengikat,2204,pusat hg mengikat pada ikatan rangkap tiga cc yang kemudian diserang oleh air
85,1010165,mengikat,2204,asam juga mengikat logam beracun seperi alumunium di danau
86,1025728,nilai,1504,umumnya digunakan nilai 981 ms2 untuk mudahnya
87,1036881,nilai,1501,sektor pertanian memberi kontribusi sebesar 45 persen atau senilai rp5152 miliar
88,1024268,nilai,1503,mengandung nilai nilai kehidupan unsur unsur kebersamaan sosial serta keserasian dengan lingkungan hidup sekitar
89,1033210,nilai,1501,dijuluki narogong karena memiliki usaha konveksi di jalan narogong bekasi andi dituntut oleh jaksa penuntut umum kpk pada sidang dengan agenda pembacaan tuntutan pada 7 desember 2017 berupa hukuman penjara selama 8 tahun dan denda sebesar rp 1 miliar subsider 6 bulan penjara serta wajib membayar uang pengganti dengan nilai usd 21 juta
90,1033865,nilai,1504,dengan jenis definisi tersebut ipv4addrx menafsirkan uint32 nilai x sebagai alamat ip
91,1029209,nilai,1501,setelah peresmian taman bali kemudian diikuti dengan mewujudkan taman dunia islam seluas 6100 m2 dengan nilai total proyek 23 juta euro yang di resmikan pada tanggal 7 july 2005
92,1026050,nilai,1502,norma nilai berkisar antara 4 a terbaik sampai 0 e gagal
93,1037159,nilai,1502,pada tingkat pendidikan tinggi ip dihitung sebagai rerata norma nilai yang diperoleh seorang mahasiswa pada mata kuliah tersebut setelah diberi bobot dengan angka kredit
94,826303,jam,0902,paroki rantau pulut termasuk salah satu paroki pedalaman di kalimantan tengah dengan pusat paroki berjarak sekitar 6 jam perjalanan darat dari kota sampit atau 11 jam perjalanan darat jika dari palangka raya via sampit
95,831228,jam,090c,ia mendirikan band yang bernama jam rock bersama ricky tedy bass dan budi haryono mantan drumer gigi dan tiket namun tak lama kemudian ia tinggalkan
96,827160,jam,0902,akibat aksi teroris ini presiden ri mendapat tekanan dari amerika dan diultimatum jika dalam 7 kali 24 jam pemerintah ri tidak berhasil mengeluarkan kelly dari pulau maka pasukan khusus navy seal amerika akan mengambil alih penyerangan
97,826423,jam,0903,untuk sore hari sekitar jam satu siang keatas biasanya di kutasari ataupun di pasar tobong anda akan sulit sekali menjumpai kol kuning sehingga alternatifnya anda akan merogok kocek lagi sekitar 30004000 perak untuk sampai di candinata
98,828629,jam,0904,perusahaan listrik negara menyatakan bahwa listrik telah dipulihkan di sebagian besar lombok beberapa jam setelah gempa tetapi 25 listrik pulau masih padam
99,830509,jam,0902,satu jam saja adalah film drama indonesia yang dirilis pada tanggal 7 oktober 2010
100,825131,jam,0902,misalnya seorang tenaga pengajar honorer hanya punya beban mengajar dua jam dalam seminggu dengan honor sebesar rp2500  perjam maka dalam masa empat minggu atau sebulan ia hanya akan mendapat honor rp20000 
101,830715,jam,0902,seperti wombat dan kukang koala memiliki tingkat metabolisme yang rendah untuk seekor mamalia serta istirahat tanpa bergerak sekitar 20 jam sehari dan kebanyakan waktu tersebut digunakan untuk tidur
102,825878,jam,0901,satelit msg berdiameter 32 m dan tinggi 24 m dan berputar berlawanan arah jarum jam pada kecepatan 100 rpm pada ketinggian 36000 km
103,827506,jam,0902,ia bersama 1400 tawanan lainnya mendapat tugas untuk membuka hutan di suatu pegunungan berkabut memecah batu membuat barak saluran air listrik bengkel dan lain lain selama 7 hari seminggu 14 jam sehari
104,831099,jam,0902,cikelet sebelah selatan pusat kota garut atau biasa disebut garut selatan garsel atau garsela jarak tempuh dalam waktu 35 jam perjalanan atau sekitar 88 km dari garut kota
105,827345,jam,0904,di luar jam sekolah tersebut siswa berinteraksi dengan keluarga atau masyarakat
106,825471,jam,0904,di tiongkok jam tayang utama berada pada pukul 1900 hingga 2200 yang biasa disebut sebagai golden time
107,825788,jam,0904,pada awal karier super7 james mengundurkan diri karena ingin fokus sekolahnya dan tidak mau terganggu jam sekolahnya
108,826205,jam,0902,selain waktu belajar wajib tersebut pada hari rabu dan kamis juga terdapat tambahan pelajaran sebanyak 4 jam pelajaran hingga pukul 1600 wib
109,828699,jam,0901,meskipun merupakan wilayah penghunian al karama dikenal di dubai sebagai pusat furnitur murah dan penjualan barang bermerek seperti tas tangan dan jam tangan
110,831767,jam,0903,sabtu 30 juni 1923 – dies natalis ke 3 th bandung diadakan di aula barakgebouw a yang dimulai jam 1000 dengan diiringi lagu yang di mana telah hadir majelis kurator direktur pendidikan dan agama residen bupati para pejabat instansi pemerintahan sipil dan militer kalangan swasta dan undangan lainnya
111,831128,jam,0902,setengah jam kemudian mereka tidak bisa memungkiri kematian
112,827696,jam,0902,untuk menuju desa sawarna wisatawan dapat menghabiskan waktu sekitar 6 7 jam perjalanan dengan menggunakan transportasi pribadi dan 9 10 jam apabila menggunakan transportasi umum
113,830669,jam,0903,sinetron ini tayang ulang oleh antv setiap hari jam 0400 pagi dengan season keduanya
114,827764,jam,0903,jam kerja kami diantara pukul 1 3 subuh
115,828344,jam,0904,dalam matius 813 ini memiliki interpolasi ditandai dengan tanda bintang dan ketika perwira itu kembali ke rumah pada jam itu ia menemukan budak baik
116,830805,jam,0904,kebingungan yang sering muncul dalam mempelajari efek ini adalah efek ini berlaku dua arah jika pengamat a mengamati bahwa jam pengamat b berdetak lebih lambat karena efek ini maka pengamat b juga akan mengamati bahwa jam pengamat a berdetak lebih lambat
117,831749,jam,0901,kota kotanya adalah searah jarum jam dari utara bushwick brooklyn flatlands gravesend new utrecht dan flatbush di tengah
118,831509,jam,0902,tanggal yang dipilih bertepatan dengan aksi serupa yang dilakukan situs lain seperti reddit dan berlangsung selama 24 jam pada 18 januari pukul 0500 utc
119,914085,ketat,4103,setelah ukraina merdeka dana untuk pengelolaan zona ini awalnya sangat terbatas sehingga zona tersebut tidak dijaga dengan ketat dan dihuni oleh penghuni liar
120,913962,ketat,4102,puisi puisi dalam buku kematian kecil kartosoewirjo ini diciptakan dalam batas wilayah yang cukup ketat dari aspek data sejarah baik dokumentasi foto data tertulis atau ujaran lisan
121,913933,ketat,4102,negosiasi disimpulkan pada tahun 1992 dengan ditandatanganinya perjanjian ec as dalam perdagangan pesawat sipil besar yang menetapkan disiplin pada dukungan pemerintah di kedua sisi atlantik yang secara signifikan lebih ketat daripada peraturan organisasi perdagangan dunia wto yang relevan
122,913765,ketat,4103,pesawat juga harus mengikuti skedul maitenance yang ketat untuk menjamin semua sensor dan servo bekerja dengan baik
123,914277,ketat,4103,pemain harus dapat melewati setiap garis yang dijaga ketat oleh lawan
124,914453,ketat,4101,elektron yang berada dalam padatan konduktor yang sendirinya juga merupakan kuasipartikel ketika dikungkung secara ketat pada temperatur yang mendekati nol absolut akan berperilaku seolah olah terbelah lebih jauh menjadi dua kuasipartikel spinon dan holon
125,914611,ketat,4104,anomi terjadi jika ketika terdapat disjungsi ketat antara norma norma dan tujuan cultural yang terstruktur secara sosial dengan anggota kelompok untuk bertindak menurut norma dan tujuan tersebut
126,914590,ketat,4103,mereka bersemangat untuk menghormati adonai dan percaya bahwa hukum nya adalah kekal mereka menjaga ketat kesucian ajarannya
127,913773,ketat,4102,semua diseleksi ketat mulai dari iq kesemaptaan keahlian spesialisasi militer yang dibutuhkan serta kesehatan
128,913851,ketat,4103,saat itu para kepala komite setempat mengawasi ketat rakyatnya
129,913754,ketat,4102,kebijakan ikonoklasme leo ini diteruskan oleh konstantin v yang memperbarui kampanye menentang penyembahan berhala pada tahun 754 dengan lebih ketat dibanding sebelumnya
130,913758,ketat,4102,peraturan yang lebih ketat diterapkan kepada negara negara yang mengajukan pinjaman kepada dmi
131,914414,ketat,4103,negara adalah sumbu yang menggerakkan seluruh elemen politik dalam suatu jalinan rasional yang dikontrol secara ketat dengan menggunakan instrumen kekuasaan
132,914150,ketat,4102,menurut human rights watch meskipun di kuba yang secara resmi ateis sampai 1992 saat ini memungkinkan peluang yang lebih besar untuk mengekspresikan keagamaan daripada yang terjadi di tahun tahun sebelumnya dan telah memungkinkan beberapa kelompok kemanusiaan yang dijalankan oleh agama untuk beroperasi pemerintah masih mempertahankan kontrol ketat pada lembaga agama kelompok kelompok terafiliasi dan penganut aliran kepercayaan
133,914370,ketat,4101,dengan demikian sambungan ketat menggabungkan bersama sitoskeleton sel yang berdekatan
134,914228,ketat,4103,jalur rel itu dibuat jepang untuk menghindari kota padang dan samudera hindia yang dijaga ketat kapal perang sekutu
135,914757,ketat,4103,selepas perang diponegoro selesai pada 1830 pemerintahan nagari yang berada di tangan pepatih dalem dikontrol secara ketat sekali oleh belanda untuk mencegah terjadinya pemberontakan
136,914289,ketat,4102,schilling austria adalah salah satu mata uang eropa yang cukup stabil dan bernilai tinggi karena kebijakan moneter yang ketat oleh pemerintah austria dan bank sentralnya
137,913682,ketat,4102,spetsnaz memiliki reputasi yang disegani di kalangan militer dunia karena standar latihannya yang tergolong sangat keras terutama spetsnaz militer meskipun unit unit kgbfsb dan mvd juga menetapkan standar yang tergolong ketat dan keras dalam latihan dan perekrutan personil mereka
138,914314,ketat,4102,artikel tersebut melaporkan bahwa sebelum dan selama perang dunia ii the times menerapkan kebijakan yang ketat dalam pelaporan berita dan editorial untuk meminimalkan laporan mengenai holocaust
139,913958,ketat,4103,michael membujuk billy untuk bersenang   senang dengan dia dengan memakai pakaian wanita dan meremehkan suatu penghalang yang ketat dari masyarakat kelas pekerja expressing yourself
140,913957,ketat,4102,invertasi portfolio tersebut cukup ketat pendanaan fbr fokus nya akre seringkali hanya punya antara 2 hingga 3 lusin pendanaan dengan ranking 10 terbaik terdiri dari 75 dari total aset
141,914015,ketat,4101,timbangan sedang diadakan di tempat oleh lubang yang tergabung dalam bagian dalam skala yang menghasilkan koneksi bentuk ketat dengan bushing bergelang
142,913893,ketat,4102,inisiatif ini dan lain lain didefinisikan secara ketat karya diizinkan drama musik tari dan seni lainnya termasuk larangan langsung dari karya yang tidak disetujui
143,913946,ketat,4102,selain didikan dari kedua orang tuanya yang keras dan berdisiplin tinggi ia juga mendapatkan pengajaranyang ketat dan asuhan yang penuh perhatian serta gemblengan untuk memegangi prinsip hidup dan agama dari kyai haji sukri dan sutan hasan halim
144,943537,mata,1001,lukisan lukisan di dinding goa atau di dinding dinding karang itu antara lain yang berupa cap cap tangan babi rusa burung manusia perahu lambang matahari lukisan mata dan sebagainya
145,942696,mata,1002,dahulu kemungkinan nama narmada digunakan untuk menamai nama mata air yang membentuk beberapa kolam dan sebuah sungai di tempat tersebut
146,948680,mata,1001,larutan dengan konsentrasi yang tinggi dapat menyebabkan luka mata parah
147,946210,mata,1001,apabila tidak ada sinar dari sumber cahaya yang dipantulkan oleh suatu benda dan kemudian tiba di mata maka benda tersebut dikatakan tidak terlihat
148,944016,mata,1001,semua jenis kucing siam memiliki pola dan warna bulu yang sama dengan mata berwarna biru
149,950617,mata,1002,ngaren terletak pada sisi utara kecamatan ngadirejo mata pencaharian penduduknya masih didominasi oleh oleh bidang pertanian
150,950959,mata,1003,pada awal abad ke 8 sceat merupakan mata uang pertama yang diedarkan
151,946059,mata,1006,namun di mata para gerilyawan ketiganya lebih bersikap sebagai kepala suku yang otoriter ketimbang pemimpin pasukan perlawanan yang ahli mengatur strategi perang
152,944303,mata,1001,daruma dijual dengan kedua belah mata yang belum digambar
153,946751,mata,1003,selain itu pemerintah bermaksud mengeluarkan mata uang baru disebut kenkon tsuho dan surat perintah untuk itu sudah dikeluarkan namun hingga sekarang surat tersebut belum ditemukan
154,950581,mata,1002,semoga museum ini akan menjadi mata air yang mengalirkan kiprah memberikan arah mengajak kebijakan dalam bertindak berkelana untuk menemukan makna bagi generasi muda negeri ini
155,947824,mata,1006,bahkan setelah kematian suaminya emma tetap berada di mata publik dan terus berpartisipasi aktif dalam dunia politik
156,944993,mata,1001,perona mata dapat menambah kedalaman dan dimensi mata seseorang mengimbangi warna mata atau hanya agar mata tampak lebih menarik
157,950610,mata,1002,sumber air minum berasal dari pdam dan mata air
158,951989,mata,1006,menara masing masing dalam mata di baris berikutnya dan sistem sederhana dari sinyal semaphore digunakan di antara mereka
159,948531,mata,100b,markah tanah terkenal london yang lainnya di antaranya istana buckingham mata london katedral santo paulus piccadilly circus jembatan menara stadion wembley jembatan london dan trafalgar square
160,947560,mata,1003,berbagai tugas imbalan dan tantangan tersedia memungkinkan pemain untuk mendapatkan mata uang dalam game yang memungkinkan pemain memperoleh lebih banyak kartu untuk koleksi mereka
161,943561,mata,100x,gerakan ini lahir semata   mata untuk memikat hati dan menarik simpati bangsa indonesia agar mau membantu jepang
162,952202,mata,1006,para saksi mata yang selamat melaporkan bahwa ia bekerja dengan rajin sampai kematiannya dan tampak masih hidup di air setelah kapal tenggelam
163,951692,mata,1003,rupee adalah nama untuk jenis mata uang yang digunakan di beberapa negara seperti india pakistan sri lanka nepal mauritius dan seychelles
164,943844,mata,1002,cloud tidak dibuat untuk mata kuliah tertentu
165,951931,mata,1002,di wilayah grabag ini pula terdapat sebuah mata air besar bernama tuk mas yang merupakan penyuplai utama air di pdam kota magelang
166,952035,mata,1004,naginata ini mempunyai dua mata pedang yang membunyai panjang 21 cm dan terpasang pada poros dengan kawat
167,951476,mata,100b,sma negeri 6 padang merupakan salah satu sekolah menengah atas negeri yang beralamat di jalan sutan syahrir nomor 11 mata air padang selatan padang sumatera barat
168,946697,mata,1002,selain sektor perkebunan sektor pertanian pun juga menjadi mata pencaharian penduduk
169,965356,membawa,3007,walaupun demikian karena ia termasuk tumbuhan berpenyerbukan silang maka mudah terjadi rekombinasi sifat yang membawa pada tingkat keragaman yang cukup tinggi
170,954646,membawa,3004,mantan manajer persebaya yang pernah diskor dua tahun dan membawa persebaya terpuruk ke divisi satu
171,953024,membawa,3007,hal ini membawa kepada pelaksanaan indonesian youth day pertama yang diselenggarakan di sanggau
172,953012,membawa,3004,juga tentang didiet dimas wasisto teman setia ndaru yang selalu membawa suasana canda
173,961276,membawa,3004,masuknya pemikiran nasionalisme membawa perubahan besar dan tajam di bosnia
174,957412,membawa,3001,sesampainya di kafe ia menaruh surat lamaran mahdi tak sengaja menabrak melodi adzana adi bing slamet pengusaha butik yang sedang membawa sampel bahan untuk dipresentasikan bersama klien di kafe yang sama
175,960333,membawa,3005,selain itu ada tiga perbedaan utama antara sangkakala penghakiman dan cawan penghukuman pertama sangkakala penghakiman malapetaka yang membawa parsial kehancuran dan malapetaka atas 13 dari alam dan orang orang sementara cawan penghukuman serangan yang lebih parah langsung terhadap umat manusia dan alam sehingga membawa lebih banyak kekacauan di bumi dari sangkakala penghakiman
176,956531,membawa,3001,pesawat itu bisa membawa bom konvensional fab 9000 kg 19800 lb raksasa tunggal setara dengan rusia dari bom grand slam inggris atau berbagai senjata nuklir dengan jarak tempuh sekitar 4800 km 3000 mil
177,955681,membawa,3001,banyaknya orang jawa yang merantau ke malaysia turut membawa bahasa dan kebudayaan jawa ke malaysia sehingga terdapat kawasan pemukiman mereka yang dikenal dengan nama kampung jawa padang jawa
